id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
5842,SAZF,small_airport,Olavarria Airport,-36.889999,-60.216599,551,SA,AR,AR-B,Olavarria,no,SAZF,OVR,OLA,,https://en.wikipedia.org/wiki/Olavarr%C3%ADa_Airport,
5843,SAZG,medium_airport,General Pico Airport,-35.696201,-63.758301,459,SA,AR,AR-L,General Pico,no,SAZG,GPO,GPI,,https://en.wikipedia.org/wiki/General_Pico_Airport,
5844,SAZH,medium_airport,Tres Arroyos Airport,-38.3869,-60.3297,400,SA,AR,AR-B,Tres Arroyos,no,SAZH,OYO,YOS,,https://en.wikipedia.org/wiki/Tres_Arroyos_Airport,
5845,SAZI,small_airport,Bolívar Airport,-36.1866,-61.0764,308,SA,AR,AR-B,Bolívar,no,SAZI,,BLR,,https://en.wikipedia.org/wiki/Bol%C3%ADvar_Airport,
29998,SAZJ,small_airport,Benito Juarez Airport,-37.7061,-59.791901,682,SA,AR,AR-B,Benito Juarez,no,SAZJ,,JRZ,,https://en.wikipedia.org/wiki/Benito_Ju%C3%A1rez_Airport_(Argentina),
41562,SAZK,small_airport,Cerro Catedral Airport,-41.1633,-71.442703,3450,SA,AR,AR-R,Cerro Catedral,no,SAZK,,CDM,,https://en.wikipedia.org/wiki/Cerro_Catedral_Heliport,
5846,SAZL,medium_airport,Santa Teresita Airport,-36.5423,-56.7218,9,SA,AR,AR-B,Santa Teresita,yes,SAZL,SST,STR,,https://en.wikipedia.org/wiki/Santa_Teresita_Airport,
5847,SAZM,medium_airport,Ástor Piazzola International Airport,-37.9342,-57.5733,72,SA,AR,AR-B,Mar del Plata,yes,SAZM,MDQ,MDP,,https://en.wikipedia.org/wiki/%C3%81stor_Piazzola_International_Airport,Brigadier General Bartolome De La Colina International Airport
5848,SAZN,medium_airport,Presidente Peron Airport,-38.949001,-68.155701,895,SA,AR,AR-Q,Neuquen,yes,SAZN,NQN,NEU,,https://en.wikipedia.org/wiki/Presidente_Per%C3%B3n_International_Airport,
5849,SAZO,medium_airport,Necochea Airport,-38.490746,-58.816337,72,SA,AR,AR-B,Necochea,yes,SAZO,NEC,NEC,,https://en.wikipedia.org/wiki/Necochea_Airport,
5850,SAZP,medium_airport,Comodoro Pedro Zanni Airport,-35.8446,-61.8576,278,SA,AR,AR-B,Pehuajó,no,SAZP,PEH,PEH,,https://en.wikipedia.org/wiki/Comodoro_P._Zanni_Airport,
30339,SAZQ,small_airport,Rio Colorado Airport,-38.995,-64.1408,275,SA,AR,AR-R,Rio Colorado,no,SAZQ,,COL,,https://en.wikipedia.org/wiki/R%C3%ADo_Colorado_Airport,
5851,SAZR,medium_airport,Santa Rosa Airport,-36.588299,-64.275703,630,SA,AR,AR-L,Santa Rosa,yes,SAZR,RSA,OSA,,https://en.wikipedia.org/wiki/Santa_Rosa_Airport_(Argentina),
5852,SAZS,medium_airport,San Carlos De Bariloche Airport,-41.151199,-71.157501,2774,SA,AR,AR-R,San Carlos de Bariloche,yes,SAZS,BRC,BAR,http://www.aa2000.com.ar/bariloche,https://en.wikipedia.org/wiki/San_Carlos_de_Bariloche_Airport,
5853,SAZT,medium_airport,Héroes De Malvinas Airport,-37.234634,-59.228647,574,SA,AR,AR-B,Tandil,no,SAZT,TDL,DIL,,https://en.wikipedia.org/wiki/Tandil_Airport,
39081,SAZU,small_airport,Puelches Airport,-38.145103,-65.922943,180,SA,AR,AR-L,Puelches,no,SAZU,,PUE,,https://en.wikipedia.org/wiki/Puelches_Airport,
5854,SAZV,medium_airport,Villa Gesell Airport,-37.2354,-57.0292,32,SA,AR,AR-B,Villa Gesell,no,SAZV,VLG,GES,,https://en.wikipedia.org/wiki/Villa_Gesell_Airport,
5855,SAZW,medium_airport,Cutral-Co Airport,-38.939701,-69.264603,2132,SA,AR,AR-Q,Cutral-Co,no,SAZW,CUT,CUT,,https://en.wikipedia.org/wiki/Cutral_C%C3%B3_Airport,
30202,SAZX,small_airport,Nueve de Julio Airport,-35.3997,-60.9358,246,SA,AR,AR-B,Nueve de Julio,no,SAZX,,LIO,,https://en.wikipedia.org/wiki/Nueve_de_Julio_Airport,
5856,SAZY,medium_airport,Aviador C. Campos Airport,-40.075401,-71.137299,2569,SA,AR,AR-Q,Chapelco/San Martin de los Andes,yes,SAZY,CPC,CHP,,https://en.wikipedia.org/wiki/Aviador_Carlos_Campos_Airport,
342657,SCDV,small_airport,Lago Viedma Airstrip,-49.410757,-72.780266,903,SA,AR,AR-Z,El Chaltén,no,,,,,,
